employee_id,gender,state,city,education_level,birthdate,hiredate,termdate,department,job_title,salary,performance_rating,full_name,status,age
00-11830849,Female,Illinois,Aurora,High School,1975-01-07,2015-08-20,,IT,IT Support Specialist,64903.0,Excellent,Amber Jones,Active,51
00-11831931,Male,New York,Rochester,Bachelor,1993-03-09,2022-09-19,,Sales,Sales Representative,78336.0,Satisfactory,James Rodgers,Active,33
00-11835355,Female,New York,New York City,Master,1986-08-03,2020-02-14,2023-07-03,IT,Software Developer,95432.0,Good,Johnny Hensley,Terminated,40
00-11874217,Female,Illinois,Aurora,Bachelor,2000-10-13,2020-01-28,,Sales,Sales Representative,61731.0,Excellent,Jennifer Clark,Active,26
00-11877542,Female,New York,Rochester,Bachelor,2000-02-17,2017-09-21,,IT,IT Support Specialist,56656.0,Needs Improvement,Christina Bowen,Active,26
00-11877988,Female,New York,Rochester,Bachelor,1997-07-01,2020-10-20,,Finance,Accounts Payable Specialist,58859.0,Satisfactory,Andrew Suarez,Active,29
00-11889398,Male,New York,New York City,Bachelor,1970-02-08,2023-11-16,,Marketing,Marketing Coordinator,64810.0,Excellent,Toni Anderson,Active,56
00-11907415,Male,New York,New York City,Bachelor,1994-12-26,2022-09-17,,Customer Service,Support Specialist,68425.0,Excellent,Catherine Harrell,Active,32
00-11925224,Male,New York,New York City,High School,1993-03-13,2016-10-03,,Marketing,Content Creator,65922.0,Excellent,Bryce Roberts,Active,33
00-11946674,Female,New York,New York City,Bachelor,1980-03-02,2022-07-21,,Marketing,Marketing Coordinator,53801.0,Satisfactory,Bobby Forbes,Active,46
00-11952172,Female,New York,Rochester,Bachelor,1964-02-20,2018-09-11,,Sales,Sales Representative,66547.0,Good,Kevin Richardson,Active,62
00-11967696,Male,Illinois,Chicago,Master,1997-01-12,2016-03-10,,IT,System Administrator,72088.0,Good,Craig Roth,Active,29
00-11971999,Male,New York,Rochester,High School,1983-06-19,2018-09-26,,Customer Service,Customer Service Representative,57674.0,Good,Ana Ray,Active,43
00-11976405,Male,New York,Buffalo,Bachelor,1998-07-19,2020-09-05,,Operations,Operations Analyst,86524.0,Needs Improvement,Cindy Russell,Active,28
00-11980765,Female,New York,New York City,Bachelor,2003-03-24,2018-10-31,2019-04-29,Finance,Accountant,54093.0,Satisfactory,Ashley Kennedy,Terminated,23
00-11982755,Male,New York,New York City,Master,1974-08-25,2018-08-07,,Operations,Operations Analyst,75039.0,Satisfactory,Andrew Miller,Active,52
00-11984025,Female,New York,Rochester,High School,1979-08-22,2019-05-23,,Marketing,SEO Specialist,59999.0,Good,Mckenzie Jordan,Active,47
00-11998162,Male,New York,New York City,Bachelor,2004-05-04,2018-09-26,,Customer Service,Support Specialist,58983.0,Satisfactory,Teresa Jackson,Active,22
00-12019224,Male,New York,Buffalo,Bachelor,1992-06-02,2018-04-24,,Marketing,Content Creator,61526.0,Good,Larry Short,Active,34
00-12019270,Male,North Carolina,Greensboro,High School,1997-09-04,2015-05-09,,Customer Service,Support Specialist,63393.0,Good,Nicholas Flowers,Active,29
00-12044584,Male,New York,Rochester,Bachelor,1987-02-06,2022-12-27,,Sales,Sales Representative,83015.0,Needs Improvement,Nicholas Nichols,Active,39
00-12058055,Female,New York,New York City,Bachelor,1975-06-11,2017-03-22,2019-04-23,Operations,Logistics Coordinator,55963.0,Needs Improvement,Bryan Taylor,Terminated,51
00-12075786,Male,New York,New York City,Bachelor,1961-01-21,2017-10-13,,Marketing,Content Creator,71755.0,Needs Improvement,Lisa Roberts,Active,65
00-12084410,Female,Ohio,Columbus,Bachelor,1979-03-29,2015-09-04,,Finance,Accounts Payable Specialist,62819.0,Good,Chad Lee,Active,47
00-12089715,Male,New York,New York City,Bachelor,1960-06-27,2021-01-07,,IT,IT Support Specialist,71146.0,Satisfactory,Rachel Case,Active,66
00-12098146,Male,New York,Buffalo,Master,1976-08-28,2021-10-07,,IT,Software Developer,102542.0,Excellent,Nancy Mckinney,Active,50
00-12111482,Male,New York,New York City,Bachelor,1964-01-20,2015-12-27,2022-10-22,Operations,Operations Analyst,91666.0,Satisfactory,Derrick Oconnell,Terminated,62
00-12116951,Male,New York,New York City,Master,1992-08-17,2018-10-19,,IT,System Administrator,87131.0,Good,Michael Carrillo,Active,34
00-12130654,Male,New York,Rochester,Bachelor,1992-03-19,2024-06-04,,Finance,Accountant,70826.0,Good,Christopher Thomas,Active,34
00-12132081,Male,Illinois,Naperville,Bachelor,1981-10-30,2022-12-13,,IT,IT Support Specialist,68034.0,Excellent,Michelle Jones,Active,45
00-12152643,Male,New York,New York City,PhD,1963-06-09,2019-07-17,,Sales,Sales Consultant,100688.0,Excellent,Henry Jackson,Active,63
00-12166903,Female,New York,New York City,Bachelor,1986-12-30,2023-05-06,,Operations,Operations Analyst,65062.0,Satisfactory,Barbara Ross,Active,40
00-12166999,Female,New York,Rochester,Bachelor,1974-11-30,2016-05-31,,Sales,Sales Specialist,59664.0,Good,Morgan Mills,Active,52
00-12179995,Male,New York,New York City,Bachelor,1969-09-30,2018-02-09,2023-03-29,IT,IT Support Specialist,74100.0,Satisfactory,Debbie Hernandez,Terminated,57
00-12180043,Male,New York,Rochester,Bachelor,1963-09-23,2023-01-18,,Customer Service,Support Specialist,66145.0,Good,Kathleen White,Active,63
00-12193574,Female,New York,Rochester,Bachelor,1966-05-04,2020-05-18,,Finance,Accountant,87983.0,Needs Improvement,Elizabeth King,Active,60
00-12207060,Female,New York,Buffalo,Bachelor,1995-04-12,2016-04-15,,Customer Service,Customer Service Representative,61248.0,Satisfactory,George Johnson,Active,31
00-12232886,Male,New York,New York City,Bachelor,1988-08-10,2024-08-23,,Finance,Financial Analyst,87575.0,Needs Improvement,Joseph Spencer,Active,38
00-12238258,Male,New York,New York City,Bachelor,1964-08-21,2017-04-27,,Marketing,Marketing Coordinator,68159.0,Good,Rose Crosby,Active,62
00-12239692,Female,New York,Buffalo,Bachelor,1997-11-12,2024-10-12,,Finance,Accountant,52976.0,Satisfactory,Steve Armstrong,Active,29
00-12244018,Female,New York,New York City,Bachelor,1976-04-23,2017-01-13,,Marketing,Content Creator,54286.0,Good,Amanda Guerrero,Active,50
00-12247218,Male,North Carolina,Charlotte,Master,1978-07-25,2017-03-30,,Sales,Sales Consultant,77326.0,Good,Adam Caldwell,Active,48
00-12251618,Male,Pennsylvania,Allentown,PhD,1973-09-16,2020-06-06,,Sales,Sales Consultant,98399.0,Good,Katherine Winters,Active,53
00-12262929,Male,New York,Rochester,High School,1984-02-20,2021-01-22,,Operations,Inventory Specialist,56992.0,Good,Michael Solis,Active,42
00-12267067,Female,New York,New York City,Bachelor,1982-12-29,2018-07-19,,IT,System Administrator,76893.0,Good,Jamie Pearson,Active,44
00-12268507,Female,North Carolina,Raleigh,Bachelor,1999-01-29,2019-06-27,,Marketing,Content Creator,53358.0,Excellent,Kimberly Grant,Active,27
00-12284070,Female,New York,Buffalo,High School,1969-05-29,2020-01-21,,IT,IT Support Specialist,56506.0,Good,Charlene Perez,Active,57
00-12297122,Female,New York,New York City,High School,1980-10-01,2023-06-09,,Customer Service,Support Specialist,61391.0,Excellent,Margaret Holmes,Active,46
00-12301266,Male,New York,Rochester,Master,1991-04-19,2023-01-05,,IT,Software Developer,95750.0,Satisfactory,Aaron Galloway,Active,35
00-12302458,Male,New York,Rochester,Bachelor,1994-01-22,2018-11-13,,Operations,Logistics Coordinator,66105.0,Good,Mark Turner,Active,32
00-12328554,Female,New York,New York City,Master,1990-07-28,2018-03-31,,IT,Software Developer,97588.0,Satisfactory,Erin Jones,Active,36
00-12344166,Female,New York,New York City,High School,1998-10-13,2021-12-12,,Operations,Inventory Specialist,57455.0,Excellent,Laura Smith,Active,28
00-12351359,Male,New York,New York City,High School,2004-05-13,2019-08-12,,IT,IT Support Specialist,58283.0,Excellent,Andrew Logan,Active,22
00-12354860,Male,New York,New York City,High School,1982-01-14,2023-03-23,,Customer Service,Support Specialist,59438.0,Satisfactory,Katherine Fowler,Active,44
00-12371679,Female,New York,Rochester,Bachelor,1990-05-18,2024-03-10,,Sales,Sales Representative,66440.0,Excellent,Cassandra Simmons,Active,36
00-12384932,Male,New York,New York City,Bachelor,1984-05-29,2016-09-26,,Marketing,Marketing Coordinator,76075.0,Good,Alexander Clark,Active,42
00-12402352,Male,Pennsylvania,Allentown,Bachelor,1967-02-27,2017-12-18,,Customer Service,Customer Service Representative,71774.0,Good,Johnny Adams,Active,59
00-12404661,Male,New York,New York City,Bachelor,2001-03-04,2022-09-08,,Operations,Logistics Coordinator,65906.0,Satisfactory,Richard Parks,Active,25
00-12423190,Female,New York,New York City,Bachelor,2000-07-20,2021-07-12,,Finance,Accountant,75070.0,Satisfactory,Lisa Erickson,Active,26
00-12425579,Female,New York,Buffalo,High School,1974-12-26,2015-03-25,,Customer Service,Customer Service Representative,62804.0,Needs Improvement,George Sharp,Active,52
00-12425706,Male,New York,Buffalo,Bachelor,1998-09-07,2022-07-24,,Sales,Sales Consultant,88093.0,Good,Sean Martinez,Active,28
00-12428651,Male,New York,Rochester,Bachelor,1985-01-03,2020-07-13,,Finance,Accounts Payable Specialist,62109.0,Excellent,Kathy Macias,Active,41
00-12438885,Female,North Carolina,Raleigh,Bachelor,1992-11-17,2017-07-16,,Operations,Logistics Coordinator,59483.0,Excellent,Monique Alexander,Active,34
00-12446459,Male,New York,New York City,High School,1997-08-02,2024-04-17,,Customer Service,Help Desk Technician,68118.0,Needs Improvement,Michael Sheppard,Active,29
00-12454378,Male,New York,Buffalo,Bachelor,1999-08-17,2018-01-12,,IT,IT Support Specialist,64119.0,Excellent,Kimberly Jones,Active,27
00-12465878,Female,New York,New York City,Bachelor,1993-06-17,2018-11-02,,Sales,Sales Specialist,81973.0,Good,Craig Romero,Active,33
00-12483380,Male,New York,Rochester,Bachelor,1999-09-20,2022-09-05,,Sales,Sales Representative,64631.0,Good,Kimberly Moyer,Active,27
00-12485938,Male,New York,Buffalo,Bachelor,1991-12-23,2018-05-29,,Customer Service,Support Specialist,70633.0,Satisfactory,Kimberly Thompson,Active,35
00-12512414,Male,Michigan,Detroit,High School,1995-12-25,2023-05-05,,IT,IT Support Specialist,61264.0,Needs Improvement,Brandy Wilson,Active,31
00-12512536,Male,Virginia,Virginia Beach,Master,1999-05-09,2021-06-16,,Operations,Operations Analyst,54467.0,Good,Ashley Aguirre,Active,27
00-12515515,Male,New York,Buffalo,Master,2001-04-14,2018-06-06,,IT,System Administrator,70296.0,Satisfactory,James Smith,Active,25
00-12518303,Female,New York,Buffalo,Bachelor,1985-07-18,2021-10-29,,Operations,Logistics Coordinator,62651.0,Good,Ashley Wilson,Active,41
00-12524153,Female,New York,New York City,High School,1999-06-05,2023-05-09,,Customer Service,Customer Service Representative,56977.0,Satisfactory,Isaac Stark,Active,27
00-12546591,Male,New York,Rochester,Bachelor,1972-01-24,2017-11-29,,Operations,Inventory Specialist,71935.0,Good,Lisa Walker,Active,54
00-12552775,Male,New York,New York City,High School,1973-01-28,2019-01-25,,Customer Service,Support Specialist,65328.0,Satisfactory,Erin Ramirez,Active,53
00-12562661,Female,Pennsylvania,Pittsburgh,Master,1970-02-16,2016-07-26,,IT,System Administrator,95524.0,Satisfactory,Cynthia Harris,Active,56
00-12579877,Male,New York,Buffalo,Bachelor,1966-06-13,2019-09-24,,Sales,Sales Representative,62888.0,Good,Nicole Evans,Active,60
00-12587407,Female,New York,New York City,Master,1984-02-07,2016-10-30,,IT,Software Developer,99841.0,Good,Hayley Clayton,Active,42
00-12601580,Female,New York,New York City,Bachelor,1988-01-27,2022-06-30,2022-12-27,Customer Service,Customer Service Representative,53458.0,Good,Linda Dominguez,Terminated,38
00-12601963,Female,New York,Rochester,Bachelor,1961-03-03,2018-04-27,,Operations,Logistics Coordinator,57155.0,Excellent,Christine Butler,Active,65
00-12621269,Female,North Carolina,Charlotte,Bachelor,2000-08-14,2018-08-01,2019-01-28,Operations,Inventory Specialist,61107.0,Satisfactory,Julia Cannon,Terminated,26
00-12621771,Female,New York,Buffalo,Bachelor,1987-02-03,2023-03-18,,Operations,Operations Analyst,68687.0,Good,Timothy Carpenter,Active,39
00-12623306,Male,New York,Buffalo,Bachelor,2003-09-14,2023-09-16,,Customer Service,Support Specialist,65501.0,Good,Adam Kelly,Active,23
00-12625340,Female,New York,Rochester,Bachelor,1996-02-27,2020-01-26,,Sales,Sales Representative,58221.0,Needs Improvement,Samuel Miles,Active,30
00-12632034,Female,Pennsylvania,Allentown,PhD,1981-02-27,2022-03-16,,Sales,Sales Consultant,82614.0,Good,Mckenzie Smith,Active,45
00-12637090,Male,New York,Rochester,Bachelor,1966-09-06,2022-12-20,,Customer Service,Support Specialist,65832.0,Satisfactory,Travis Ramsey,Active,60
00-12641440,Female,New York,Buffalo,Master,1993-09-28,2016-06-20,,Operations,Operations Analyst,82759.0,Good,Dustin Nelson,Active,33
00-12655477,Male,New York,Buffalo,High School,1983-09-03,2019-03-04,,Customer Service,Support Specialist,68154.0,Good,Ashley Alexander,Active,43
00-12672106,Male,New York,Buffalo,Bachelor,1993-11-21,2016-01-27,,Sales,Sales Representative,68872.0,Good,Alex Smith,Active,33
00-12674033,Male,New York,Buffalo,High School,1994-02-10,2018-09-29,,Marketing,SEO Specialist,77165.0,Satisfactory,Michael Hart,Active,32
00-12678196,Male,Michigan,Warren,Master,1966-04-23,2020-05-03,,IT,Software Developer,104554.0,Excellent,Michael Roberson,Active,60
00-12688078,Male,Michigan,Grand Rapids,High School,1980-05-10,2017-07-09,,Operations,Inventory Specialist,55839.0,Needs Improvement,Rachel Montoya,Active,46
00-12698765,Female,Michigan,Grand Rapids,High School,1980-12-20,2022-01-02,,IT,IT Support Specialist,58494.0,Satisfactory,Regina Nunez,Active,46
00-12705048,Male,Michigan,Detroit,Bachelor,1991-09-10,2015-10-09,,Sales,Sales Consultant,76906.0,Good,James Walton,Active,35
00-12729224,Male,Michigan,Detroit,Bachelor,1969-06-12,2019-10-29,2020-04-26,Operations,Inventory Specialist,68058.0,Good,Alyssa Lee,Terminated,57
00-12735359,Female,New York,New York City,Bachelor,2002-11-17,2021-08-20,2022-02-16,Sales,Sales Representative,66258.0,Good,Elizabeth Travis,Terminated,24
00-12738346,Male,New York,Rochester,PhD,1963-10-26,2022-09-02,,IT,IT Manager,125068.0,Excellent,Kristen Green,Active,63
00-12742587,Male,Ohio,Cincinnati,High School,2001-05-18,2017-04-19,,Marketing,Content Creator,65518.0,Needs Improvement,Michael Montes,Active,25
00-12767728,Male,New York,Rochester,Bachelor,1987-05-26,2015-02-13,,IT,Software Developer,109628.0,Needs Improvement,James Beard,Active,39
00-12773612,Male,New York,Rochester,High School,1994-02-08,2020-10-19,,Operations,Inventory Specialist,64662.0,Needs Improvement,Ashley Ramirez,Active,32
00-12780443,Female,Michigan,Grand Rapids,Master,1984-05-03,2016-05-11,,Sales,Sales Consultant,101374.0,Excellent,Diana Dyer,Active,42
00-12780717,Male,New York,New York City,Master,1979-07-24,2020-09-15,,IT,System Administrator,85086.0,Needs Improvement,Mark Ellis,Active,47
00-12784407,Female,New York,New York City,High School,1972-10-30,2024-06-06,2024-12-03,Customer Service,Customer Service Representative,62790.0,Needs Improvement,Andre Phillips,Terminated,54
00-12788232,Female,Illinois,Chicago,Master,1978-11-14,2023-05-11,,Marketing,Marketing Manager,98317.0,Excellent,John Carter,Active,48
00-12795332,Female,New York,Buffalo,Bachelor,1985-06-21,2017-03-11,,Operations,Logistics Coordinator,62116.0,Good,Brian Grimes,Active,41
00-12799227,Male,New York,New York City,Bachelor,1997-02-04,2020-05-07,,Sales,Sales Representative,67164.0,Satisfactory,Courtney Hartman,Active,29
00-12799319,Female,New York,New York City,Bachelor,1983-12-04,2018-08-19,2019-02-15,IT,Software Developer,79955.0,Satisfactory,Elizabeth May,Terminated,43
00-12810133,Male,New York,New York City,Master,1974-04-27,2019-06-05,,Sales,Sales Specialist,59783.0,Satisfactory,Kaitlyn Payne,Active,52
00-12823170,Male,New York,New York City,Bachelor,1991-06-21,2020-07-07,2024-12-14,Operations,Inventory Specialist,61574.0,Excellent,Stacey Miller,Terminated,35
00-12834368,Female,Ohio,Columbus,Bachelor,1972-05-10,2023-01-30,,Customer Service,Support Specialist,59473.0,Excellent,Theresa Jacobs,Active,54
00-12839001,Female,New York,New York City,Bachelor,1980-06-26,2016-08-02,,Operations,Logistics Coordinator,58799.0,Satisfactory,Ashley Snyder,Active,46
00-12855262,Male,New York,Rochester,Master,1990-12-09,2023-01-26,,Operations,Operations Analyst,52612.0,Satisfactory,Johnathan Webster,Active,36
00-12857448,Male,New York,Buffalo,High School,1979-10-02,2020-03-11,,Operations,Inventory Specialist,58008.0,Needs Improvement,John Jacobson,Active,47
00-12884132,Male,New York,New York City,Bachelor,1997-03-24,2015-10-18,,Customer Service,Customer Service Manager,84733.0,Good,Melissa Hopkins,Active,29
00-12898255,Female,New York,Rochester,Master,1999-05-13,2020-12-04,,Sales,Sales Consultant,71531.0,Satisfactory,Monica Finley,Active,27
00-12905672,Female,Pennsylvania,Allentown,Bachelor,1977-04-25,2016-07-29,,Operations,Logistics Coordinator,57250.0,Good,Michael Thompson,Active,49
00-12909691,Male,Michigan,Grand Rapids,High School,1976-06-08,2017-04-20,,Marketing,Content Creator,66406.0,Good,Donna Hill,Active,50
00-12911328,Female,New York,Rochester,Bachelor,2002-08-02,2020-09-07,,IT,Software Developer,91698.0,Good,Elizabeth Burnett,Active,24
00-12912578,Female,Illinois,Naperville,High School,1984-05-08,2017-02-15,,Customer Service,Help Desk Technician,66966.0,Good,Alexis Tanner,Active,42
00-12919231,Female,Michigan,Detroit,High School,1976-05-18,2019-08-13,,Operations,Inventory Specialist,61866.0,Satisfactory,Courtney Little,Active,50
00-12940347,Male,New York,New York City,Master,1991-12-04,2023-11-29,,Operations,Operations Analyst,69477.0,Satisfactory,Anthony Hernandez,Active,35
00-12941099,Female,New York,New York City,High School,1974-11-07,2017-06-09,2019-12-11,Operations,Inventory Specialist,61341.0,Needs Improvement,Derek Brady,Terminated,52
00-12941149,Male,New York,New York City,Bachelor,1960-11-21,2020-04-18,,Operations,Operations Analyst,70679.0,Satisfactory,Jason Lopez,Active,66
00-12943511,Male,New York,New York City,Bachelor,1995-08-31,2024-01-01,,Operations,Operations Analyst,81053.0,Good,Jonathan Moon,Active,31
00-12947014,Female,New York,Rochester,Master,1997-01-29,2019-03-05,,Operations,Operations Analyst,81438.0,Excellent,David Frederick,Active,29
00-12986769,Male,Illinois,Aurora,Bachelor,1999-07-15,2023-01-10,,IT,System Administrator,72004.0,Excellent,Deborah Cabrera,Active,27
00-13003234,Female,Michigan,Detroit,Master,1986-03-28,2023-12-20,,Sales,Sales Consultant,101340.0,Needs Improvement,Ronald Adams,Active,40
